recordType,speciesCode,subGenus,verbatimSpecies,day,month,notesOnTimingOfRecord,YearObserved,Location,countryCode,stateProvince,county,municipality,locality,Primary citation,Secondary / referencing citation (if primary not found),Notes on contents of record,living,recently_living,Outside entrance
PersComm,LANO,Lasionycteris,,28,1,1/28/07,2007,,US,Kentucky,Carter,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2084",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,26,2,2/26/14,2014,,US,Kentucky,Carter,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2085",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,3,2,2/3/15,2015,,US,Kentucky,Carter,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2086",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,22,1,1/22/19,2019,,US,Kentucky,Carter,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2087",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,8,2,2/8/85,1985,,US,Kentucky,Lee,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2088",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,24,1,1/24/07,2007,,US,Kentucky,Edmonson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2089",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,9,2,2/9/11,2011,,US,Kentucky,Edmonson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2090",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,12,12,12/12/88,1988,,US,Kentucky,Rockcastle,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2091",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,12,2,2/12/01,2001,,US,Kentucky,Pulaski,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2092",,4 live LANO,1,,0
PersComm,LANO,Lasionycteris,,31,1,1/31/03,2003,,US,Kentucky,Pulaski,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2093",,5 live LANO,1,,0
PersComm,LANO,Lasionycteris,,29,1,1/29/04,2004,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2094",,2 live LANO,1,,0
PersComm,LANO,Lasionycteris,,27,1,1/27/10,2010,,US,Kentucky,Estill,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2095",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,29,3,3/29/90,1990,,US,Kentucky,Rockcastle,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2096",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,20,1,1/20/18,2018,,US,Kentucky,Breckinridge,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2097",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,2,3,3/2/90,1990,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2098",,2 live LANO,1,,0
PersComm,LANO,Lasionycteris,,27,1,1/27/11,2011,,US,Kentucky,Estill,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2099",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,11,2,2/11/14,2014,,US,Kentucky,Hart,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2100",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,19,2,2/19/90,1990,,US,Kentucky,Rockcastle,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2101",,2 live LANO,1,,0
PersComm,LANO,Lasionycteris,,25,1,1/25/00,2000,,US,Kentucky,Rockcastle,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2102",,2 live LANO,1,,0
PersComm,LANO,Lasionycteris,,18,1,1/18/02,2002,,US,Kentucky,Rockcastle,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2103",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,2,2,2/2/04,2004,,US,Kentucky,Rockcastle,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2104",,2 live LANO,1,,0
PersComm,LANO,Lasionycteris,,13,2,2/13/03,2003,,US,Kentucky,Menifee,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2105",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,15,1,1/15/60,1960,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2106",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,18,1,1/18/81,1981,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2107",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,26,2,2/26/83,1983,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2108",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,12,2,2/12/92,1992,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2109",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,3,2,2/3/00,2000,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2110",,3 live LANO,1,,0
PersComm,LANO,Lasionycteris,,29,1,1/29/04,2004,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2111",,2 live LANO,1,,0
PersComm,LANO,Lasionycteris,,26,2,2/26/13,2013,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2112",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,14,1,1/14/15,2015,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2113",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,19,1,1/19/16,2016,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2114",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,17,1,1/17/87,1987,,US,Kentucky,Morgan,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2115",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,14,1,1/14/91,1991,,US,Kentucky,Rowan,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2116",,5 live LANO,1,,0
PersComm,LANO,Lasionycteris,,13,12,12/13/91,1991,,US,Kentucky,Rowan,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2117",,2 live LANO,1,,0
PersComm,LANO,Lasionycteris,,16,12,12/16/91,1991,,US,Kentucky,Rowan,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2118",,3 live LANO,1,,0
PersComm,LANO,Lasionycteris,,20,12,12/20/10,2010,,US,Kentucky,Wayne,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2119",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,,,,,,US,Kentucky,Rockcastle,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2120",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,16,1,1/16/86,1986,,US,Kentucky,Pulaski,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2121",,3 live LANO,1,,0
PersComm,LANO,Lasionycteris,,24,1,1/24/86,1986,,US,Kentucky,Pulaski,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2122",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,29,1,1/29/87,1987,,US,Kentucky,Pulaski,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2123",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,14,2,2/14/90,1990,,US,Kentucky,Laurel,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2124",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,20,3,3/20/90,1990,,US,Kentucky,Laurel,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2125",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,2,3,3/2/90,1990,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2126",,1 live LANO,1,,0
PersComm,LABO,Lasiurus,,1,10,10/1/83,1983,,US,Kentucky,Leslie,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2127",,L.borealis 1 (outside mines),1,,1
PersComm,LANO,Lasionycteris,,3,3,3/3/90,1990,,US,Kentucky,Jackson,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2128",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,8,2,2/8/14,2014,,US,Kentucky,Menifee,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2129",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,25,9,9/25/98,1998,,US,Kentucky,Madison,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2130",,1 live LANO,1,,0
PersComm,LANO,Lasionycteris,,22,2,2/22/09,2009,,US,Kentucky,Hart,,,"Tracie Ann Hemberger, KY Dept. of Fish and Wildlife Resources; email communication on Feb 21, 2131",,1 live LANO,1,,0
Literature,LANO,Lasionycteris,,30,1,30-Jan-77,1977,"Carlsbad Cavern, New Mexico",US,New Mexico,,,Carlsbad Cavern,"Geluso, K. N., and K. Geluso. 2004. Mammals of Carlsbad Caverns National Park, New Mexico.",,1 dead LANO,0,1,
iNaturalistRecord,LABO,Lasiurus,,8,11,2023,2023,,US,Tennessee,Grundy,,,https://www.inaturalist.org/observations/190462495,,"Alive; in cave used for tours, concerts. Reportedly had been seen in other locations weeks prior.",1,,
